row_rank,competitor_name,facebook_page_id,facebook_page_name,facebook_page_followers,target_country,ad_library_id,ad_library_url,ad_start_date,ad_end_date,has_low_impression_warning,ad_has_multiple_versions,ad_version_count,ad_primary_text,ad_description,ad_cta_label,ad_destination_url,ad_media_type,ad_distribution_platforms,creative_count_in_ad,creative_index_in_ad,creative_aspect_ratio,facebook_video_cdn_url_at_scrape,facebook_thumbnail_cdn_url_at_scrape,facebook_cdn_url_expiry_at_scrape,scrape_run_date,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,orig_frame_urls,gen_panel_urls,char_sheet_urls
159,Wispr Flow,,Wispr Flow,,ALL,1347312157244411,https://www.facebook.com/ads/library/?id=1347312157244411,2026-05-23,,false,false,1,"Your voice is faster than your thumbs.
Wispr Flow makes it usable everywhere.
Try it free 👇",Try Wispr Flow free,Download,https://wisprflow.ai/?trybe=01fd030f,Video,5 platforms,1,0,9:16,https://scontent.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m412/AQNfk3G0fAaourVaadsMytHVNF7Z7C5kSbFiWa_LhkK6OyiFfI_1NQXFQGB821xwiysOtiY8qVM-aDNgPPYh27fInDyEkqmXnoEYoYxQqg.mp4?_nc_cat=104&_nc_oc=Adr_ULqpOed8ifPx8w8HVIn2hh71y7MKF5qtFx1H_VVY9B2yv8KiOMVMJMCPP-MkTxQ&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-1.fna.fbcdn.net&_nc_ohc=4L9zkE_KljEQ7kNvwEUPY27&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MjEyMzk5NDgxODQ0MTg3NSwiYXNzZXRfYWdlX2RheXMiOjU1LCJ2aV91c2VjYXNlX2lkIjoxMDc5OSwiZHVyYXRpb25fcyI6MTksInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=98S06PfGeHS5X9jPV-Yb0w&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af61U4j4w2l9NU2hHdAH_42B8Df7RiPmTxxWBckOpBDqhQ&oe=6A1E100A,,2026-06-01T23:04:42.000Z,2026-05-28,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1347312157244411.mp4,2026-05-28,2026-05-29,,,,,
160,Wispr Flow,,Wispr Flow,,ALL,1721178389296475,https://www.facebook.com/ads/library/?id=1721178389296475,2026-05-18,,false,true,1,"Delayed again? Dictate while you wait. Wispr Flow works on your phone, even with the announcement going off.",Eleven minutes of delays. Eleven of emails.,Learn More,https://www.wisprflow.ai/,Image,5 platforms,1,0,9:16,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/698737437_995022312967971_8188794612864018384_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=108&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=W6i3czhSueEQ7kNvwGVwazc&_nc_oc=Adp3mAvuV3iC8cdxy-wlNiSFisE_tyqJ8MkLNMqxLlIl9ozywRseI8LgSIWc_Utblik&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=GnE01Rn882TmDgfJLGHEDA&_nc_ss=7b2a8&oh=00_Af6Ovcpoi3c916mD56AZD4h54u59LMfa8aXrkMsytULlzg&oe=6A1EF78B,2026-06-02T15:32:27.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1721178389296475.jpg,2026-05-28,2026-05-29,,,,,
161,Wispr Flow,,Wispr Flow,,ALL,1781458526560240,https://www.facebook.com/ads/library/?id=1781458526560240,2026-05-23,,false,false,1,"Sunday 8pm. One email. Seventeen rewrites. You know what you want to say — just say it. Wispr Flow skips the loop, in any app on your phone or laptop.",One email. Skip the rewrite loop.,Learn more,https://www.wisprflow.ai/,Image,5 platforms,1,0,1:1,,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/705230288_1300396045537308_2596243994021234167_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=FjWCjan54PIQ7kNvwHKiaEw&_nc_oc=Adp6oouQIatgGH9XsbSFV65pQkYs-7uZUaa1PZbJGw9vJ37PfBxZokueBr7UUoCoNbU&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=GnE01Rn882TmDgfJLGHEDA&_nc_ss=7b2a8&oh=00_Af5hLUkICAV29mwihI27LvN8JaW65VmLDOBTHOKtkTXntw&oe=6A1EF913,2026-06-02T15:38:59.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1781458526560240.jpg,2026-05-28,2026-05-29,,,,,
162,Wispr Flow,,Wispr Flow,,ALL,868494942244631,https://www.facebook.com/ads/library/?id=868494942244631,2026-05-23,,false,false,1,"Gmail → Slack → Notes → iMessage
Same mic. Same speed. ✅
Try it 👇",4x faster than typing,Learn more,https://wisprflow.ai/?trybe=dc55a136,Video,5 platforms,1,0,9:16,https://scontent.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m412/AQMaWA6TZyy2hje1h3x2uVrzuL8JMKwCe_LkwgYZkpAGQZOSCppYDBs3icK4Rio4Vy5_HaeS-x6fenRUM6-BpDAWycYUHeolPzVAn6Hp_w.mp4?_nc_cat=109&_nc_oc=AdrvU_WY0AqEjJaYKtrKjYDAC7hBMs6_Uu77uBkgzlT2Q_z_zQAiF_hdw0XvSCZcSxw&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-1.fna.fbcdn.net&_nc_ohc=luncG8MMEHgQ7kNvwHGN4YK&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTY1Njc1NzUxODg0MDgyNiwiYXNzZXRfYWdlX2RheXMiOjQyLCJ2aV91c2VjYXNlX2lkIjoxMDc5OSwiZHVyYXRpb25fcyI6MTEsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=98S06PfGeHS5X9jPV-Yb0w&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af6xpPydJKAm-PtRunGYYAJ-qB_kBS2iYuyHNpqZ8xBUUg&oe=6A1DFA25,,2026-06-01T21:31:17.000Z,2026-05-28,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/868494942244631.mp4,2026-05-28,2026-05-29,,,,,
163,Wispr Flow,,Wispr Flow,,ALL,2210336443061066,https://www.facebook.com/ads/library/?id=2210336443061066,2026-05-18,,false,true,1,"The hope-you're-wells, the kind-regards, the please-don't-hesitate-to-get-in-touches. Wispr Flow gets through all of it. Quite a bit faster, actually.","'Hope you're well' — say it, don't type it",Learn More,https://www.wisprflow.ai/,Image,5 platforms,1,0,9:16,,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/697151376_1629017008212768_2547228512950319340_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=wy6a5Qc_IH4Q7kNvwFqkFjs&_nc_oc=AdooGlS3A2rCc0qqWEDcQa2IdnIGvR_L25EO1Wces_XG1XRzoZop9DQI0V8NO-_qeUM&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=GnE01Rn882TmDgfJLGHEDA&_nc_ss=7b2a8&oh=00_Af4CsB1J2PAsnOrTll4n5qHEFc954BcBf8bNIxGwiZa7Vg&oe=6A1EE936,2026-06-02T14:31:18.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/2210336443061066.jpg,2026-05-28,2026-05-29,,,,,
164,Wispr Flow,,Wispr Flow,,ALL,2082253205967465,https://www.facebook.com/ads/library/?id=2082253205967465,2026-05-15,,false,true,1,"Built in San Francisco, optimised for no worries. Speak it, send it, done — in any app on your phone or laptop.",Built for no worries,Download,https://www.wisprflow.ai/,Image,4 platforms,1,0,4:5,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/702090162_1553491509626867_1985129986883656551_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=108&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=1DQaAMzqqyYQ7kNvwFikfzn&_nc_oc=AdrVgBPgh2DhLT8urB6Oc0SpsnCgrJUd_zA15zbvHjyZ0VSXaSoW55B5McLUKkqy-Z4&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=GnE01Rn882TmDgfJLGHEDA&_nc_ss=7b2a8&oh=00_Af5Dwzy0jpdW029ZYkBrmD8TqFybDfnk7OrDrEzoJOSZBQ&oe=6A1EE5BE,2026-06-02T14:16:30.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/2082253205967465.jpg,2026-05-28,2026-05-29,,,,,
165,Wispr Flow,,Dion Does Content,,ALL,1674744247102852,https://www.facebook.com/ads/library/?id=1674744247102852,2026-05-22,,false,false,1,Try Wispr Flow free today. 👇,,Try Wispr Flow free today. 👇,http://www.wisprflow.ai/?trybe=bb39977f,Video,4 platforms,1,0,9:16,https://scontent.fblr22-2.fna.fbcdn.net/o1/v/t2/f2/m412/AQNWiMFQWtRaG4f80tgv97Q9e5jsOkACTIPv3rYTleRoSsgQsFgAn6J7_G4vPPddGlqj_CNfYydcSvv7AwuQxcWpH8mZt3U50aFM8jZKZA.mp4?_nc_cat=107&_nc_oc=AdrbOiRPV2Q-h7R5mpcM2lZ94DMfXq76tyNWk8ZJv8_JprHoTJzP8NXBYqKiJlTqKig&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-2.fna.fbcdn.net&_nc_ohc=cxVG2r_wYA0Q7kNvwGXLYT_&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTY5NTk2ODA3MTc2NTY0NCwiYXNzZXRfYWdlX2RheXMiOjM0LCJ2aV91c2VjYXNlX2lkIjoxMDEzOSwiZHVyYXRpb25fcyI6OSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=98S06PfGeHS5X9jPV-Yb0w&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af65_jZ2WUOV9682tss05QMiveQEmTJftutdGXO5oVbeDQ&oe=6A1E0293,,2026-06-01T22:07:15.000Z,2026-05-28,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1674744247102852.mp4,2026-05-28,2026-05-29,,,,,
166,Wispr Flow,,Wispr Flow,,ALL,1888210885110974,https://www.facebook.com/ads/library/?id=1888210885110974,2026-05-23,,false,false,1,Wispr Flow is for when you're finally somewhere you can think. Works in any app on your phone or laptop.,The hot desk is no place to write,Learn more,https://www.wisprflow.ai/,Image,5 platforms,1,0,9:16,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/705921425_1498033642000024_8491897734611744076_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_aid=0&_nc_ohc=lfQ4sO0fQuYQ7kNvwFoeyKE&_nc_oc=AdpY_102F72GEhueiAU2DboPtNu3aHLhFh6X59v-HzLN6h1440RkXkkhF-YemIWzhq4&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=GnE01Rn882TmDgfJLGHEDA&_nc_ss=7b2a8&oh=00_Af57yJW4dzWgmk9Rmu1FdYl1CFzTAuMMBHnAoE7tLdBZBw&oe=6A1F0DEF,2026-06-02T17:07:59.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1888210885110974.jpg,2026-05-28,2026-05-29,,,,,
167,Wispr Flow,,Wispr Flow,,ALL,2078334223081418,https://www.facebook.com/ads/library/?id=2078334223081418,2026-04-30,,false,true,1,"AI doesn't have to be complicated. 🙃
You talk, Flow types. Cleans it up as you go.
Works in any app on your phone or laptop.
Try it free 👇",Learn More,"You talk, it types. Simple.",https://wisprflow.ai/,Image,5 platforms,1,0,9:16,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/679399204_2174950053356795_4480473203653299522_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=uCbbmCJUNNIQ7kNvwFIvRcj&_nc_oc=AdpRpgjxP28iqQLQ-98QZi6rk3cPv94lxZ9ux8ki0_UH-fFzQuawo2VHBJxoNB8pN6k&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=GnE01Rn882TmDgfJLGHEDA&_nc_ss=7b2a8&oh=00_Af4Pjot8bS7pveDoH8TbQSKoVh7Q4WbcOZmVHVFovCQV5g&oe=6A1EEBA0,2026-06-02T14:41:36.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/2078334223081418.jpg,2026-05-28,2026-05-29,,,,,
168,Wispr Flow,,Wispr Flow,,ALL,1690288628956827,https://www.facebook.com/ads/library/?id=1690288628956827,2026-05-23,,false,false,1,"Emails, replies, outreach, Teams threads, the list goes on. What you thought was a simple task on your todo ends up eating up the entire morning. 
That’s where Wispr Flow comes in, voice-powered dictation that perfectly understands you. 
Craft effortless responses in any app. It even formats your text for things like lists, dates and corrections. 
See how easy it is to 4x your typing speed with your voice alone with Wispr Flow. Get started for free.",Wispr Flow: Save hours per day,Download,https://wisprflow.ai/,Video,5 platforms,1,0,1:1,https://scontent.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m412/AQPVLpCEcRlcrpMV1KXebeLSzFI_LbMEM4wttohxhq9HB9hBe-znPz1AhUay6-YT5bLXFmdhtwONNiIb70UFQwyFv-S7ya3a_rAl2RA6nQ.mp4?_nc_cat=104&_nc_oc=AdpCUuOwcUZ0O9qDfofTafJi7LySstBTL8175N4odLvVIxS864LWPyVaPQWhHhuJ-oY&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-1.fna.fbcdn.net&_nc_ohc=K1X0bc25XNMQ7kNvwHaYqPJ&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6NDAxMzQwMTQ5MjI4NTEwMiwiYXNzZXRfYWdlX2RheXMiOjExNiwidmlfdXNlY2FzZV9pZCI6MTA3OTksImR1cmF0aW9uX3MiOjU5LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&_nc_gid=98S06PfGeHS5X9jPV-Yb0w&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af7FMxyMwu0MJ-yfwH5MjcvDphSdEEHJjiwpDIoB6I40fg&oe=6A1E05C2,,2026-06-01T22:20:50.000Z,2026-05-28,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1690288628956827.mp4,2026-05-28,2026-05-29,,,,,
169,Wispr Flow,,Wispr Flow,,ALL,4297648813878804,https://www.facebook.com/ads/library/?id=4297648813878804,2026-05-14,,false,false,1,"NZ gets its own app. Not just the AU version with a different flag. 🇳🇿
Voice to text that actually understands Kiwi English.
Any app, phone or laptop.
Try it free 👇","Built for Kiwis | Flow makes writing quick and clear with seamless voice dictation. It is the fastest, smartest way to type with your voice.",Learn more,https://wisprflow.ai/,Image,5 platforms,1,0,4:5,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/700050514_1355509326724802_8315664046540201913_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=CVMNnHwvch8Q7kNvwH_73jx&_nc_oc=AdqxGCUVJWVUaD42WiIpNzfngvRM6Z26C2xiMOZTnJ7io6KalEpH_7niHxZ5RPkGQoo&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=GnE01Rn882TmDgfJLGHEDA&_nc_ss=7b2a8&oh=00_Af5z39Y7wnbgTaPPHetVu33QlBpEfw_syVqMlCE4JR2gAg&oe=6A1F0C4D,2026-06-02T17:01:01.000Z,2026-05-29,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/4297648813878804.jpg,2026-05-28,2026-05-29,,,,,
170,Wispr Flow,,Wispr Flow,,ALL,965590616346605,https://www.facebook.com/ads/library/?id=965590616346605,2026-05-23,,false,false,1,"Your brain is fast. Your fingers... aren't. 
Wispr Flow helps you write at the speed you think.
Try it for free 👇",Wispr Flow: 4x faster than typing,Download,https://wisprflow.ai/,Video,5 platforms,1,0,9:16,https://scontent.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m412/AQMqfI6UERNMRS2InP8PuzJAJwapp30JQauwVtddJyTZMD42bEa8shIjwQXrkNDVDqzQJnRIhZ6bQnj2uzYd7tQ7IPQgabz6k13BB1dIpA.mp4?_nc_cat=102&_nc_oc=Ado03lj1k-RNF6nj_hQTw4AH66wPoIGPKRnm_0h9W2yS2Cds98A4SeExqGKdh3TP8R0&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-1.fna.fbcdn.net&_nc_ohc=5ZNaxI8OnAQQ7kNvwGlTcSd&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MzI5MDAwMzA0MTE1OTkxMywiYXNzZXRfYWdlX2RheXMiOjY0LCJ2aV91c2VjYXNlX2lkIjoxMDc5OSwiZHVyYXRpb25fcyI6MzAsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=98S06PfGeHS5X9jPV-Yb0w&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af70EcpvXxtceoDhrFM2hF856SQes2qFUlDgBJjTOGuadg&oe=6A1E0550,,2026-06-01T22:18:56.000Z,2026-05-28,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/965590616346605.mp4,2026-05-28,2026-05-29,,,,,
171,Wispr Flow,,Wispr Flow,,ALL,4399399116992624,https://www.facebook.com/ads/library/?id=4399399116992624,2026-05-22,,false,false,1,"Sitting still to script videos? Not happening. 🚶‍♂️
Flow runs on my Mac and iPhone — I walk and brain-dump.
The scripts write themselves.
Try Flow free 👇",,,http://itunes.apple.com/app/id6497229487,Video,3 platforms,1,0,9:16,https://scontent.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m412/AQPidsE566HDDajnTz8RRXGqS1FeBlPvAvJtaMQrhyY4mdkHilRFNKR3jtQ-ZUK4Z0AEq8K8akTQXua7XXmWaySUA_lMvu0l7Qv8iAQ9sw.mp4?_nc_cat=102&_nc_oc=Ado8BpAr-WVYtYpkwzWk5KsE2CGvCC9lbHeQGhZYwpxF0VvDx5CXGmtAVx7pg3fN-qs&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-1.fna.fbcdn.net&_nc_ohc=wWz-cnIkFDYQ7kNvwFgwXRW&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6Mjg0NDU2NTgyOTIxMjAwNCwiYXNzZXRfYWdlX2RheXMiOjYsInZpX3VzZWNhc2VfaWQiOjEwMTM5LCJkdXJhdGlvbl9zIjo0MSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=SYRNnlEcAqjfJ_EIsdBTIg&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af5OAV4DPE7OpWubMgAfQsXNlbTZIn2LuDeYcPG1OY8vKw&oe=6A1E13A0,,2026-06-01T23:20:00.000Z,2026-05-28,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/4399399116992624.mp4,2026-05-28,2026-05-29,,,,,
172,Wispr Flow,,Wispr Flow,,ALL,26578956815133786,https://www.facebook.com/ads/library/?id=26578956815133786,2026-05-21,,false,false,1,Calling all mompreneurs 🗣️🗣️🗣️,,,https://www.wisprflow.ai/?trybe=062352d8,Video,4 platforms,1,0,9:16,https://scontent.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m412/AQMe_-hkkcca3icNSAI-nWFWSN7ZcoopzsdZrM6SF7Pu_GrWECX19iO-CuRXg5Oy-Icbr4Zq8-8YNFElImYCgNNQuD_W1RzdFjzQkLdseg.mp4?_nc_cat=103&_nc_oc=AdoOoRBP0AKtryVjJLiF4AVIV7b-pbELLO3k3xVEqRn-b5QBKiYegEWsy-aiyIptmuc&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-1.fna.fbcdn.net&_nc_ohc=5wsU6HKmzSEQ7kNvwF16irK&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTM3NTg3Nzc3MTA0NTQxNSwiYXNzZXRfYWdlX2RheXMiOjYsInZpX3VzZWNhc2VfaWQiOjEwMTM5LCJkdXJhdGlvbl9zIjo1LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&_nc_gid=SYRNnlEcAqjfJ_EIsdBTIg&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af7d3UFWVElDK_M1PSO30b6GjZCvmlEr3RYIhEsIJ_Rm5w&oe=6A1E1E43,,2026-06-02T00:05:23.000Z,2026-05-28,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/26578956815133786.mp4,2026-05-28,2026-05-29,,,,,
173,Wispr Flow,,Wispr Flow,,ALL,992038293776025,https://www.facebook.com/ads/library/?id=992038293776025,2026-05-05,,false,false,1,"Flawless transcription, even for names. Stop revising and get back to executing.",,,https://wisprflow.ai/,Video,4 platforms,1,0,9:16,https://scontent.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m412/AQML33at5BYnwHDCFF33eYRePuhSAaPGSzGlOcEkGTAYsiMTmwxN2A-HSZkbbdLOIDR1GOjaMD2V38VzjZcYry5z-6zI9UgI4wJE_nI6sw.mp4?_nc_cat=104&_nc_oc=Adq5WC4690Oui4kMBS5at5798zXpksD2xvL16NYsE3-fECTk5-BDAyuGhxFsbRyNO3Q&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-1.fna.fbcdn.net&_nc_ohc=9JJyOkf3a2wQ7kNvwGZ2OdH&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTc4OTY5Mzc5NTA1OTQ5NCwiYXNzZXRfYWdlX2RheXMiOjEyNSwidmlfdXNlY2FzZV9pZCI6MTA3OTksImR1cmF0aW9uX3MiOjEzLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&_nc_gid=SYRNnlEcAqjfJ_EIsdBTIg&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af6-5pp1NFUpbS6xT_J4fhyCe_e0gXQxORh4a-2d4eaXnw&oe=6A1E222A,,2026-06-02T00:22:02.000Z,2026-05-28,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/992038293776025.mp4,2026-05-28,2026-05-29,,,,,
174,Wispr Flow,,Bryce Querubin,,ALL,1545342520554361,https://www.facebook.com/ads/library/?id=1545342520554361,2026-05-23,,false,false,1,"""See you Tuesday — I mean Wednesday."" 🗣️
Flow catches the correction and writes the version you meant.
Then say ""summarize last week's meetings"" — done.
Try Flow free 👇",,,https://wisprflow.ai/?trybe=e332845f,Video,5 platforms,1,0,9:16,https://scontent.fblr22-2.fna.fbcdn.net/o1/v/t2/f2/m412/AQOURvCVHdKQX532Def1VrId8uhk6F5RKgGm_4PGA20DRpLBjksk110NoFjA4f--fptUdHPCFU_DNKaLPGMvnrlLP440riDTxGd7gfFqKw.mp4?_nc_cat=107&_nc_oc=AdrEOgClrw4SJ-N6q5EivQJJrSNBsjZqAVlRefTqQD3DWcjVkH5uYoai3V8vP1xRd4A&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-2.fna.fbcdn.net&_nc_ohc=LQXJLLwaoHwQ7kNvwG-JOw5&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTA1MTg2MTI4MzkzMjM0MywiYXNzZXRfYWdlX2RheXMiOjEyLCJ2aV91c2VjYXNlX2lkIjoxMDEzOSwiZHVyYXRpb25fcyI6MjgsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=SYRNnlEcAqjfJ_EIsdBTIg&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af7uaplKkoSRxTXxZIBP79tfEqAjcVzevcNFHM9phsXrxA&oe=6A1E0B73,,2026-06-01T22:45:07.000Z,2026-05-28,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1545342520554361.mp4,2026-05-28,2026-05-29,,,,,
183,Wispr Flow,,Wispr Flow,,ALL,1313063437468973,https://www.facebook.com/ads/library/?id=1313063437468973,2026-05-18,,false,false,1,"Haven't sent a text at the gym in six months. 🏋️
Tap once, talk, and Flow handles everything 4x faster.
Log a set, text a gym bro, send the email — between sets.
Download Flow free 👇","Tap, talk, send.",Learn more,https://wisprflow.ai/?trybe=4029a6e2,Video,4 platforms,1,0,9:16,https://scontent.fblr22-2.fna.fbcdn.net/o1/v/t2/f2/m412/AQP5EyI1tzFcazVzIfxXYpfL6RhLzQia41haj6w3oOVonIBNid655FJWIIEcbTMFGR26-pWgawU2FoJH6z9EYJ5MUYdZAxaJNbe9-bROnA.mp4?_nc_cat=105&_nc_oc=AdrGvzCjsAhdO3xxC6VnSqz8gXG7vhr1FkMly_ZcuyY0dOSi3dYPVK99HvVRK44RgUk&_nc_sid=8bf8fe&_nc_ht=scontent.fblr22-2.fna.fbcdn.net&_nc_ohc=gNTiHWoKZB8Q7kNvwExET9H&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTY5OTM1NTEwNzkyNTk0NSwiYXNzZXRfYWdlX2RheXMiOjEyLCJ2aV91c2VjYXNlX2lkIjoxMDEzOSwiZHVyYXRpb25fcyI6MTcsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=SYRNnlEcAqjfJ_EIsdBTIg&_nc_ss=7b2a8&_nc_zt=28&oh=00_Af5rmVcrXsGnSEtwP2_VU8YaBV68GlCjoxQrIMTDtq4VmA&oe=6A1E0A81,,2026-06-01T22:41:05.000Z,2026-05-28,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1313063437468973.mp4,2026-05-28,2026-05-29,,,,,
