row_rank,page_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag
11,11,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR01428209546567876609,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR01428209546567876609?region=IN,YouTubeVideo,2026-01-13,"2442,2788,2686,2300,2352,2392,2208,2203,2266,2764,2608,2020,2036,2178,2834,2642,2710,2638,2484,2170,2818,2384,2124,2191,2428,2705,2480,2254,2258,2540,2784,2196,2372,2120,2032,2466,2233,2356,2450,2312,2704,2204,2175,2324,2132,2578,2756,2040,2348,2504,2768,2826,2492,2246,2792,2440,2474,2276,2682,2116,2702,2376,2470,2008,2100,2012,2840,2076,2528,2616,2620,2663,2724,2703,2056,2250,2380,2752,2214,2360",3,5,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
12,12,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR01428209546567876609,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR01428209546567876609?region=IN,YouTubeVideo,2026-01-13,"2442,2788,2686,2300,2352,2392,2208,2203,2266,2764,2608,2020,2036,2178,2834,2642,2710,2638,2484,2170,2818,2384,2124,2191,2428,2705,2480,2254,2258,2540,2784,2196,2372,2120,2032,2466,2233,2356,2450,2312,2704,2204,2175,2324,2132,2578,2756,2040,2348,2504,2768,2826,2492,2246,2792,2440,2474,2276,2682,2116,2702,2376,2470,2008,2100,2012,2840,2076,2528,2616,2620,2663,2724,2703,2056,2250,2380,2752,2214,2360",4,5,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
13,13,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR03013186756649418753,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR03013186756649418753?region=IN,YouTubeVideo,2026-03-12,"2422,2196,2826,2756,2784,2312,2604,2466,2356,2152,2120,2372,2032,2450,2191,2566,2262,2233,2124,2384,2258,2480,2428,2254,2818,2705,2540,2020,2710,2608,2642,2638,2180,2170,2208,2686,2484,2788,2266,2300,2178,2764,2036,2834,2352,2392,2203,2418,2214,2458,2404,2360,2380,2752,2470,2724,2620,2442,2702,2012,2616,2008,2528,2703,2100,2663,2056,2116,2376,2840,2768,2854,2250,2076,2474,2144,2348,2246,2188,2492,2682,2792,2504,2440,2175,2704,2204,2324,2132,2276,2040,2578",0,3,Installer,,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
14,14,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR03013186756649418753,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR03013186756649418753?region=IN,YouTubeVideo,2026-03-12,"2422,2196,2826,2756,2784,2312,2604,2466,2356,2152,2120,2372,2032,2450,2191,2566,2262,2233,2124,2384,2258,2480,2428,2254,2818,2705,2540,2020,2710,2608,2642,2638,2180,2170,2208,2686,2484,2788,2266,2300,2178,2764,2036,2834,2352,2392,2203,2418,2214,2458,2404,2360,2380,2752,2470,2724,2620,2442,2702,2012,2616,2008,2528,2703,2100,2663,2056,2116,2376,2840,2768,2854,2250,2076,2474,2144,2348,2246,2188,2492,2682,2792,2504,2440,2175,2704,2204,2324,2132,2276,2040,2578",1,3,Méthode innovante et efficace,TÉLÉCHARGEMENTS,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
15,15,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR03013186756649418753,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR03013186756649418753?region=IN,YouTubeVideo,2026-03-12,"2422,2196,2826,2756,2784,2312,2604,2466,2356,2152,2120,2372,2032,2450,2191,2566,2262,2233,2124,2384,2258,2480,2428,2254,2818,2705,2540,2020,2710,2608,2642,2638,2180,2170,2208,2686,2484,2788,2266,2300,2178,2764,2036,2834,2352,2392,2203,2418,2214,2458,2404,2360,2380,2752,2470,2724,2620,2442,2702,2012,2616,2008,2528,2703,2100,2663,2056,2116,2376,2840,2768,2854,2250,2076,2474,2144,2348,2246,2188,2492,2682,2792,2504,2440,2175,2704,2204,2324,2132,2276,2040,2578",2,3,Installer,,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
16,16,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR03809934818196586497,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR03809934818196586497?region=IN,YouTubeVideo,2026-06-09,"2203,2578,2040,2826,2764,2784,2724,2372,2356,2360,2752,2380,2124,2702,2620,2458,2703,2616,2528,2705,2250,2158,2554,2056,2191,2840,2156,2642,2348,2792,2608,2344,2484,2682,2246,2276,2410,2208,2704,2300,2352,2392,2036",0,4,,,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
17,17,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR03809934818196586497,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR03809934818196586497?region=IN,YouTubeVideo,2026-06-09,"2203,2578,2040,2826,2764,2784,2724,2372,2356,2360,2752,2380,2124,2702,2620,2458,2703,2616,2528,2705,2250,2158,2554,2056,2191,2840,2156,2642,2348,2792,2608,2344,2484,2682,2246,2276,2410,2208,2704,2300,2352,2392,2036",1,4,,,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
18,18,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR03809934818196586497,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR03809934818196586497?region=IN,YouTubeVideo,2026-06-09,"2203,2578,2040,2826,2764,2784,2724,2372,2356,2360,2752,2380,2124,2702,2620,2458,2703,2616,2528,2705,2250,2158,2554,2056,2191,2840,2156,2642,2348,2792,2608,2344,2484,2682,2246,2276,2410,2208,2704,2300,2352,2392,2036",2,4,,,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
19,19,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR03809934818196586497,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR03809934818196586497?region=IN,YouTubeVideo,2026-06-09,"2203,2578,2040,2826,2764,2784,2724,2372,2356,2360,2752,2380,2124,2702,2620,2458,2703,2616,2528,2705,2250,2158,2554,2056,2191,2840,2156,2642,2348,2792,2608,2344,2484,2682,2246,2276,2410,2208,2704,2300,2352,2392,2036",3,4,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
20,20,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR05027409681262313473,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR05027409681262313473?region=IN,YouTubeVideo,2025-09-10,"2703,2020,2056,2156,2608,2068,2484,2638,2642,2804,2170,2208,2226,2410,2392,2600,2300,2834,2203,2764,2222,2196,2352,2784,2312,2233,2372,2356,2152,2032,2124,2428,2818,2462,2191,2705,2254,2474,2732,2144,2348,2591,2246,2276,2792,2682,2440,2704,2188,2504,2340,2218,2292,2578,2604,2756,2040,2724,2862,2320,2826,2558,2752,2380,2360,2214,2458,2442,2702,2100,2616,2858,2470,2076,2620,2008,2840,2250,2012,2528",0,4,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
21,21,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR05027409681262313473,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR05027409681262313473?region=IN,YouTubeVideo,2025-09-10,"2703,2020,2056,2156,2608,2068,2484,2638,2642,2804,2170,2208,2226,2410,2392,2600,2300,2834,2203,2764,2222,2196,2352,2784,2312,2233,2372,2356,2152,2032,2124,2428,2818,2462,2191,2705,2254,2474,2732,2144,2348,2591,2246,2276,2792,2682,2440,2704,2188,2504,2340,2218,2292,2578,2604,2756,2040,2724,2862,2320,2826,2558,2752,2380,2360,2214,2458,2442,2702,2100,2616,2858,2470,2076,2620,2008,2840,2250,2012,2528",1,4,Un mes de mejorar tu nivel de inglés por menos de lo que cuesta el menú del día.,Instalar,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
22,22,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR05027409681262313473,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR05027409681262313473?region=IN,YouTubeVideo,2025-09-10,"2703,2020,2056,2156,2608,2068,2484,2638,2642,2804,2170,2208,2226,2410,2392,2600,2300,2834,2203,2764,2222,2196,2352,2784,2312,2233,2372,2356,2152,2032,2124,2428,2818,2462,2191,2705,2254,2474,2732,2144,2348,2591,2246,2276,2792,2682,2440,2704,2188,2504,2340,2218,2292,2578,2604,2756,2040,2724,2862,2320,2826,2558,2752,2380,2360,2214,2458,2442,2702,2100,2616,2858,2470,2076,2620,2008,2840,2250,2012,2528",2,4,Un mes de mejorar tu nivel de inglés por menos de lo que cuesta el menú del día.,Instalar,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
23,23,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR05027409681262313473,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR05027409681262313473?region=IN,YouTubeVideo,2025-09-10,"2703,2020,2056,2156,2608,2068,2484,2638,2642,2804,2170,2208,2226,2410,2392,2600,2300,2834,2203,2764,2222,2196,2352,2784,2312,2233,2372,2356,2152,2032,2124,2428,2818,2462,2191,2705,2254,2474,2732,2144,2348,2591,2246,2276,2792,2682,2440,2704,2188,2504,2340,2218,2292,2578,2604,2756,2040,2724,2862,2320,2826,2558,2752,2380,2360,2214,2458,2442,2702,2100,2616,2858,2470,2076,2620,2008,2840,2250,2012,2528",3,4,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
24,24,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06175808344788303873,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06175808344788303873?region=IN,YouTubeVideo,2025-07-16,"2040,2826,2578,2756,2276,2792,2704,2440,2246,2682,2144,2158,2250,2056,2348,2840,2076,2100,2703,2470,2616,2116,2458,2702,2528,2360,2752,2442,2620,2418,2380,2404,2764,2036,2203,2392,2860,2300,2208,2724,2410,2352,2484,2156,2344,2642,2316,2554,2705,2524,2104,2608,2818,2428,2356,2050,2233,2191,2372,2196,2124,2784,2032",0,5,,,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
25,25,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06175808344788303873,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06175808344788303873?region=IN,YouTubeVideo,2025-07-16,"2040,2826,2578,2756,2276,2792,2704,2440,2246,2682,2144,2158,2250,2056,2348,2840,2076,2100,2703,2470,2616,2116,2458,2702,2528,2360,2752,2442,2620,2418,2380,2404,2764,2036,2203,2392,2860,2300,2208,2724,2410,2352,2484,2156,2344,2642,2316,2554,2705,2524,2104,2608,2818,2428,2356,2050,2233,2191,2372,2196,2124,2784,2032",1,5,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
26,26,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06175808344788303873,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06175808344788303873?region=IN,YouTubeVideo,2025-07-16,"2040,2826,2578,2756,2276,2792,2704,2440,2246,2682,2144,2158,2250,2056,2348,2840,2076,2100,2703,2470,2616,2116,2458,2702,2528,2360,2752,2442,2620,2418,2380,2404,2764,2036,2203,2392,2860,2300,2208,2724,2410,2352,2484,2156,2344,2642,2316,2554,2705,2524,2104,2608,2818,2428,2356,2050,2233,2191,2372,2196,2124,2784,2032",2,5,スピークでスピーキング練習,累計ダウンロード数,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
27,27,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06175808344788303873,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06175808344788303873?region=IN,YouTubeVideo,2025-07-16,"2040,2826,2578,2756,2276,2792,2704,2440,2246,2682,2144,2158,2250,2056,2348,2840,2076,2100,2703,2470,2616,2116,2458,2702,2528,2360,2752,2442,2620,2418,2380,2404,2764,2036,2203,2392,2860,2300,2208,2724,2410,2352,2484,2156,2344,2642,2316,2554,2705,2524,2104,2608,2818,2428,2356,2050,2233,2191,2372,2196,2124,2784,2032",3,5,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
28,28,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06175808344788303873,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06175808344788303873?region=IN,YouTubeVideo,2025-07-16,"2040,2826,2578,2756,2276,2792,2704,2440,2246,2682,2144,2158,2250,2056,2348,2840,2076,2100,2703,2470,2616,2116,2458,2702,2528,2360,2752,2442,2620,2418,2380,2404,2764,2036,2203,2392,2860,2300,2208,2724,2410,2352,2484,2156,2344,2642,2316,2554,2705,2524,2104,2608,2818,2428,2356,2050,2233,2191,2372,2196,2124,2784,2032",4,5,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
29,29,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06947978593423065089,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06947978593423065089?region=IN,YouTubeVideo,2026-04-27,"2300,2704,2442,2446,2826,2578,2752,2458,2208,2724,2233,2356,2360,2380,2784,2372,2705,2840,2250,2554,2116,2124,2158,2528,2428,2191,2703,2616,2104,2702,2056,2440,2484,2620,2642,2344,2348,2608,2792,2246,2470,2276,2156,2352,2100,2818,2392,2756,2036,2764,2040,2410,2203",0,4,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
30,30,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06947978593423065089,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06947978593423065089?region=IN,YouTubeVideo,2026-04-27,"2300,2704,2442,2446,2826,2578,2752,2458,2208,2724,2233,2356,2360,2380,2784,2372,2705,2840,2250,2554,2116,2124,2158,2528,2428,2191,2703,2616,2104,2702,2056,2440,2484,2620,2642,2344,2348,2608,2792,2246,2470,2276,2156,2352,2100,2818,2392,2756,2036,2764,2040,2410,2203",1,4,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
31,31,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06947978593423065089,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06947978593423065089?region=IN,YouTubeVideo,2026-04-27,"2300,2704,2442,2446,2826,2578,2752,2458,2208,2724,2233,2356,2360,2380,2784,2372,2705,2840,2250,2554,2116,2124,2158,2528,2428,2191,2703,2616,2104,2702,2056,2440,2484,2620,2642,2344,2348,2608,2792,2246,2470,2276,2156,2352,2100,2818,2392,2756,2036,2764,2040,2410,2203",2,4,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
32,32,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06947978593423065089,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06947978593423065089?region=IN,YouTubeVideo,2026-04-27,"2300,2704,2442,2446,2826,2578,2752,2458,2208,2724,2233,2356,2360,2380,2784,2372,2705,2840,2250,2554,2116,2124,2158,2528,2428,2191,2703,2616,2104,2702,2056,2440,2484,2620,2642,2344,2348,2608,2792,2246,2470,2276,2156,2352,2100,2818,2392,2756,2036,2764,2040,2410,2203",3,4,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
33,33,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR08154973753466421249,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR08154973753466421249?region=IN,YouTubeVideo,2026-04-23,"2752,2356,2484,2620,2214,2300,2100,2124,2208,2528,2076,2352,2056,2578,2040,2616,2203,2840,2348,2724,2250,2642,2380,2276,2032,2170,2372",0,5,,,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
34,34,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR08154973753466421249,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR08154973753466421249?region=IN,YouTubeVideo,2026-04-23,"2752,2356,2484,2620,2214,2300,2100,2124,2208,2528,2076,2352,2056,2578,2040,2616,2203,2840,2348,2724,2250,2642,2380,2276,2032,2170,2372",1,5,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
35,35,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR08154973753466421249,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR08154973753466421249?region=IN,YouTubeVideo,2026-04-23,"2752,2356,2484,2620,2214,2300,2100,2124,2208,2528,2076,2352,2056,2578,2040,2616,2203,2840,2348,2724,2250,2642,2380,2276,2032,2170,2372",2,5,,,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
36,36,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR08154973753466421249,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR08154973753466421249?region=IN,YouTubeVideo,2026-04-23,"2752,2356,2484,2620,2214,2300,2100,2124,2208,2528,2076,2352,2056,2578,2040,2616,2203,2840,2348,2724,2250,2642,2380,2276,2032,2170,2372",3,5,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
37,37,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR08154973753466421249,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR08154973753466421249?region=IN,YouTubeVideo,2026-04-23,"2752,2356,2484,2620,2214,2300,2100,2124,2208,2528,2076,2352,2056,2578,2040,2616,2203,2840,2348,2724,2250,2642,2380,2276,2032,2170,2372",4,5,,,,,,,,,,,,,,2026-06-22,html5-banner-no-mp4
38,38,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR09036662610132467713,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR09036662610132467713?region=IN,Image,2025-10-20,"2470,2276,2620,2702,2642,2191,2344,2616,2246,2792,2528,2156,2586,2608,2036,2348,2040,2764,2392,2203,2578,2826,2410,2208,2380,2704,2372,2458,2300,2356,2752,2724,2360,2840,2158,2124,2056,2050,2250",0,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/5281835800898763071,,2026-06-22,
39,39,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR09036662610132467713,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR09036662610132467713?region=IN,Image,2025-10-20,"2470,2276,2620,2702,2642,2191,2344,2616,2246,2792,2528,2156,2586,2608,2036,2348,2040,2764,2392,2203,2578,2826,2410,2208,2380,2704,2372,2458,2300,2356,2752,2724,2360,2840,2158,2124,2056,2050,2250",1,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/sadbundle/$csp%3Darchive$/18069136746526774902/index.html,,2026-06-22,
40,40,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR09036662610132467713,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR09036662610132467713?region=IN,Image,2025-10-20,"2470,2276,2620,2702,2642,2191,2344,2616,2246,2792,2528,2156,2586,2608,2036,2348,2040,2764,2392,2203,2578,2826,2410,2208,2380,2704,2372,2458,2300,2356,2752,2724,2360,2840,2158,2124,2056,2050,2250",2,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/5281835800898763071,,2026-06-22,
41,41,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR09059097457702469633,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR09059097457702469633?region=IN,YouTubeVideo,2025-07-16,"2250,2392,2356,2360,2276",0,3,AIとなら、英語に自信がなくてもまわりを気にせずこっそり英会話できます,,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
42,42,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR09059097457702469633,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR09059097457702469633?region=IN,YouTubeVideo,2025-07-16,"2250,2392,2356,2360,2276",1,3,,,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
43,43,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR09059097457702469633,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR09059097457702469633?region=IN,YouTubeVideo,2025-07-16,"2250,2392,2356,2360,2276",2,3,気軽に間違えれるAI英会話,累計ダウンロード数,,,,,,,,,,,00:00,2026-06-22,html5-banner-no-mp4
