row_rank,page_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag
11,11,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR01428209546567876609,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR01428209546567876609?region=IN,YouTubeVideo,2026-01-13,"2300,2442,2788,2208,2764,2266,2036,2686,2352,2392,2178,2834,2203,2020,2608,2710,2638,2484,2170,2642,2124,2191,2384,2428,2540,2254,2480,2258,2818,2705,2312,2784,2196,2356,2466,2233,2120,2032,2175,2372,2324,2450,2704,2204,2040,2132,2756,2504,2578,2826,2768,2348,2474,2276,2792,2682,2492,2100,2008,2620,2470,2616,2012,2528,2116,2246,2376,2663,2440,2076,2840,2702,2703,2250,2056,2360,2724,2214,2380,2752",3,5,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
12,12,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR01428209546567876609,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR01428209546567876609?region=IN,YouTubeVideo,2026-01-13,"2300,2442,2788,2208,2764,2266,2036,2686,2352,2392,2178,2834,2203,2020,2608,2710,2638,2484,2170,2642,2124,2191,2384,2428,2540,2254,2480,2258,2818,2705,2312,2784,2196,2356,2466,2233,2120,2032,2175,2372,2324,2450,2704,2204,2040,2132,2756,2504,2578,2826,2768,2348,2474,2276,2792,2682,2492,2100,2008,2620,2470,2616,2012,2528,2116,2246,2376,2663,2440,2076,2840,2702,2703,2250,2056,2360,2724,2214,2380,2752",4,5,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
13,13,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR03013186756649418753,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR03013186756649418753?region=IN,YouTubeVideo,2026-03-12,"2352,2764,2036,2834,2724,2392,2788,2178,2686,2300,2208,2266,2203,2484,2642,2180,2638,2170,2020,2608,2710,2705,2258,2254,2124,2384,2480,2818,2428,2262,2566,2120,2372,2032,2540,2450,2152,2356,2466,2233,2191,2196,2312,2422,2784,2604,2040,2132,2324,2578,2704,2175,2204,2504,2682,2826,2246,2492,2756,2440,2792,2276,2474,2854,2188,2768,2144,2348,2076,2840,2056,2250,2663,2116,2702,2528,2012,2380,2100,2752,2442,2470,2616,2458,2214,2404,2376,2360,2008,2703,2620,2418",0,3,Installer,,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
14,14,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR03013186756649418753,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR03013186756649418753?region=IN,YouTubeVideo,2026-03-12,"2352,2764,2036,2834,2724,2392,2788,2178,2686,2300,2208,2266,2203,2484,2642,2180,2638,2170,2020,2608,2710,2705,2258,2254,2124,2384,2480,2818,2428,2262,2566,2120,2372,2032,2540,2450,2152,2356,2466,2233,2191,2196,2312,2422,2784,2604,2040,2132,2324,2578,2704,2175,2204,2504,2682,2826,2246,2492,2756,2440,2792,2276,2474,2854,2188,2768,2144,2348,2076,2840,2056,2250,2663,2116,2702,2528,2012,2380,2100,2752,2442,2470,2616,2458,2214,2404,2376,2360,2008,2703,2620,2418",1,3,Méthode innovante et efficace,TÉLÉCHARGEMENTS,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
15,15,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR03013186756649418753,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR03013186756649418753?region=IN,YouTubeVideo,2026-03-12,"2352,2764,2036,2834,2724,2392,2788,2178,2686,2300,2208,2266,2203,2484,2642,2180,2638,2170,2020,2608,2710,2705,2258,2254,2124,2384,2480,2818,2428,2262,2566,2120,2372,2032,2540,2450,2152,2356,2466,2233,2191,2196,2312,2422,2784,2604,2040,2132,2324,2578,2704,2175,2204,2504,2682,2826,2246,2492,2756,2440,2792,2276,2474,2854,2188,2768,2144,2348,2076,2840,2056,2250,2663,2116,2702,2528,2012,2380,2100,2752,2442,2470,2616,2458,2214,2404,2376,2360,2008,2703,2620,2418",2,3,Installer,,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
16,16,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR03809934818196586497,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR03809934818196586497?region=IN,YouTubeVideo,2026-06-09,"2705,2840,2554,2250,2158,2056,2620,2124,2528,2616,2703,2702,2191,2360,2724,2752,2356,2372,2380,2784,2392,2458,2036,2764,2040,2352,2410,2208,2300,2203,2578,2792,2826,2276,2484,2682,2704,2246,2344,2348,2642,2608,2156",0,4,,,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
17,17,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR03809934818196586497,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR03809934818196586497?region=IN,YouTubeVideo,2026-06-09,"2705,2840,2554,2250,2158,2056,2620,2124,2528,2616,2703,2702,2191,2360,2724,2752,2356,2372,2380,2784,2392,2458,2036,2764,2040,2352,2410,2208,2300,2203,2578,2792,2826,2276,2484,2682,2704,2246,2344,2348,2642,2608,2156",1,4,,,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
18,18,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR03809934818196586497,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR03809934818196586497?region=IN,YouTubeVideo,2026-06-09,"2705,2840,2554,2250,2158,2056,2620,2124,2528,2616,2703,2702,2191,2360,2724,2752,2356,2372,2380,2784,2392,2458,2036,2764,2040,2352,2410,2208,2300,2203,2578,2792,2826,2276,2484,2682,2704,2246,2344,2348,2642,2608,2156",2,4,,,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
19,19,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR03809934818196586497,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR03809934818196586497?region=IN,YouTubeVideo,2026-06-09,"2705,2840,2554,2250,2158,2056,2620,2124,2528,2616,2703,2702,2191,2360,2724,2752,2356,2372,2380,2784,2392,2458,2036,2764,2040,2352,2410,2208,2300,2203,2578,2792,2826,2276,2484,2682,2704,2246,2344,2348,2642,2608,2156",3,4,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
20,20,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR05027409681262313473,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR05027409681262313473?region=IN,YouTubeVideo,2025-09-10,"2320,2392,2558,2862,2724,2352,2214,2458,2360,2752,2380,2528,2008,2470,2858,2616,2620,2012,2442,2100,2702,2250,2840,2703,2056,2591,2144,2348,2474,2076,2246,2276,2340,2504,2792,2440,2704,2188,2292,2756,2578,2040,2682,2218,2604,2784,2196,2312,2826,2356,2372,2233,2191,2732,2462,2124,2152,2032,2254,2705,2428,2818,2020,2156,2804,2608,2642,2484,2638,2068,2600,2410,2208,2222,2226,2170,2203,2834,2764,2300",0,4,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
21,21,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR05027409681262313473,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR05027409681262313473?region=IN,YouTubeVideo,2025-09-10,"2320,2392,2558,2862,2724,2352,2214,2458,2360,2752,2380,2528,2008,2470,2858,2616,2620,2012,2442,2100,2702,2250,2840,2703,2056,2591,2144,2348,2474,2076,2246,2276,2340,2504,2792,2440,2704,2188,2292,2756,2578,2040,2682,2218,2604,2784,2196,2312,2826,2356,2372,2233,2191,2732,2462,2124,2152,2032,2254,2705,2428,2818,2020,2156,2804,2608,2642,2484,2638,2068,2600,2410,2208,2222,2226,2170,2203,2834,2764,2300",1,4,Un mes de mejorar tu nivel de inglés por menos de lo que cuesta el menú del día.,Instalar,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
22,22,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR05027409681262313473,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR05027409681262313473?region=IN,YouTubeVideo,2025-09-10,"2320,2392,2558,2862,2724,2352,2214,2458,2360,2752,2380,2528,2008,2470,2858,2616,2620,2012,2442,2100,2702,2250,2840,2703,2056,2591,2144,2348,2474,2076,2246,2276,2340,2504,2792,2440,2704,2188,2292,2756,2578,2040,2682,2218,2604,2784,2196,2312,2826,2356,2372,2233,2191,2732,2462,2124,2152,2032,2254,2705,2428,2818,2020,2156,2804,2608,2642,2484,2638,2068,2600,2410,2208,2222,2226,2170,2203,2834,2764,2300",2,4,Un mes de mejorar tu nivel de inglés por menos de lo que cuesta el menú del día.,Instalar,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
23,23,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR05027409681262313473,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR05027409681262313473?region=IN,YouTubeVideo,2025-09-10,"2320,2392,2558,2862,2724,2352,2214,2458,2360,2752,2380,2528,2008,2470,2858,2616,2620,2012,2442,2100,2702,2250,2840,2703,2056,2591,2144,2348,2474,2076,2246,2276,2340,2504,2792,2440,2704,2188,2292,2756,2578,2040,2682,2218,2604,2784,2196,2312,2826,2356,2372,2233,2191,2732,2462,2124,2152,2032,2254,2705,2428,2818,2020,2156,2804,2608,2642,2484,2638,2068,2600,2410,2208,2222,2226,2170,2203,2834,2764,2300",3,4,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
24,24,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06175808344788303873,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06175808344788303873?region=IN,YouTubeVideo,2025-07-16,"2784,2756,2826,2196,2578,2356,2372,2032,2233,2104,2524,2818,2124,2191,2428,2554,2705,2156,2050,2316,2344,2608,2642,2484,2410,2300,2208,2203,2036,2764,2860,2392,2352,2418,2724,2404,2360,2442,2458,2752,2100,2616,2116,2620,2528,2703,2380,2470,2250,2158,2076,2056,2702,2144,2348,2840,2792,2276,2440,2682,2246,2704,2040",0,5,,,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
25,25,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06175808344788303873,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06175808344788303873?region=IN,YouTubeVideo,2025-07-16,"2784,2756,2826,2196,2578,2356,2372,2032,2233,2104,2524,2818,2124,2191,2428,2554,2705,2156,2050,2316,2344,2608,2642,2484,2410,2300,2208,2203,2036,2764,2860,2392,2352,2418,2724,2404,2360,2442,2458,2752,2100,2616,2116,2620,2528,2703,2380,2470,2250,2158,2076,2056,2702,2144,2348,2840,2792,2276,2440,2682,2246,2704,2040",1,5,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
26,26,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06175808344788303873,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06175808344788303873?region=IN,YouTubeVideo,2025-07-16,"2784,2756,2826,2196,2578,2356,2372,2032,2233,2104,2524,2818,2124,2191,2428,2554,2705,2156,2050,2316,2344,2608,2642,2484,2410,2300,2208,2203,2036,2764,2860,2392,2352,2418,2724,2404,2360,2442,2458,2752,2100,2616,2116,2620,2528,2703,2380,2470,2250,2158,2076,2056,2702,2144,2348,2840,2792,2276,2440,2682,2246,2704,2040",2,5,スピークでスピーキング練習,累計ダウンロード数,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
27,27,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06175808344788303873,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06175808344788303873?region=IN,YouTubeVideo,2025-07-16,"2784,2756,2826,2196,2578,2356,2372,2032,2233,2104,2524,2818,2124,2191,2428,2554,2705,2156,2050,2316,2344,2608,2642,2484,2410,2300,2208,2203,2036,2764,2860,2392,2352,2418,2724,2404,2360,2442,2458,2752,2100,2616,2116,2620,2528,2703,2380,2470,2250,2158,2076,2056,2702,2144,2348,2840,2792,2276,2440,2682,2246,2704,2040",3,5,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
28,28,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06175808344788303873,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06175808344788303873?region=IN,YouTubeVideo,2025-07-16,"2784,2756,2826,2196,2578,2356,2372,2032,2233,2104,2524,2818,2124,2191,2428,2554,2705,2156,2050,2316,2344,2608,2642,2484,2410,2300,2208,2203,2036,2764,2860,2392,2352,2418,2724,2404,2360,2442,2458,2752,2100,2616,2116,2620,2528,2703,2380,2470,2250,2158,2076,2056,2702,2144,2348,2840,2792,2276,2440,2682,2246,2704,2040",4,5,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
29,29,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06947978593423065089,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06947978593423065089?region=IN,YouTubeVideo,2026-04-27,"2372,2442,2446,2704,2784,2356,2360,2752,2724,2233,2380,2458,2554,2056,2705,2840,2250,2191,2703,2528,2616,2116,2104,2428,2620,2124,2158,2702,2470,2642,2246,2440,2484,2344,2792,2156,2100,2348,2608,2818,2276,2203,2756,2036,2826,2578,2352,2040,2764,2392,2208,2300,2410",0,4,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
30,30,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06947978593423065089,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06947978593423065089?region=IN,YouTubeVideo,2026-04-27,"2372,2442,2446,2704,2784,2356,2360,2752,2724,2233,2380,2458,2554,2056,2705,2840,2250,2191,2703,2528,2616,2116,2104,2428,2620,2124,2158,2702,2470,2642,2246,2440,2484,2344,2792,2156,2100,2348,2608,2818,2276,2203,2756,2036,2826,2578,2352,2040,2764,2392,2208,2300,2410",1,4,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
31,31,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06947978593423065089,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06947978593423065089?region=IN,YouTubeVideo,2026-04-27,"2372,2442,2446,2704,2784,2356,2360,2752,2724,2233,2380,2458,2554,2056,2705,2840,2250,2191,2703,2528,2616,2116,2104,2428,2620,2124,2158,2702,2470,2642,2246,2440,2484,2344,2792,2156,2100,2348,2608,2818,2276,2203,2756,2036,2826,2578,2352,2040,2764,2392,2208,2300,2410",2,4,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
32,32,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR06947978593423065089,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR06947978593423065089?region=IN,YouTubeVideo,2026-04-27,"2372,2442,2446,2704,2784,2356,2360,2752,2724,2233,2380,2458,2554,2056,2705,2840,2250,2191,2703,2528,2616,2116,2104,2428,2620,2124,2158,2702,2470,2642,2246,2440,2484,2344,2792,2156,2100,2348,2608,2818,2276,2203,2756,2036,2826,2578,2352,2040,2764,2392,2208,2300,2410",3,4,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
33,33,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR08154973753466421249,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR08154973753466421249?region=IN,YouTubeVideo,2026-04-23,"2076,2724,2840,2578,2056,2352,2040,2250,2124,2100,2300,2208,2528,2276,2203,2642,2484,2620,2616,2214,2356,2372,2380,2032,2170,2348,2752",0,5,,,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
34,34,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR08154973753466421249,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR08154973753466421249?region=IN,YouTubeVideo,2026-04-23,"2076,2724,2840,2578,2056,2352,2040,2250,2124,2100,2300,2208,2528,2276,2203,2642,2484,2620,2616,2214,2356,2372,2380,2032,2170,2348,2752",1,5,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
35,35,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR08154973753466421249,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR08154973753466421249?region=IN,YouTubeVideo,2026-04-23,"2076,2724,2840,2578,2056,2352,2040,2250,2124,2100,2300,2208,2528,2276,2203,2642,2484,2620,2616,2214,2356,2372,2380,2032,2170,2348,2752",2,5,,,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
36,36,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR08154973753466421249,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR08154973753466421249?region=IN,YouTubeVideo,2026-04-23,"2076,2724,2840,2578,2056,2352,2040,2250,2124,2100,2300,2208,2528,2276,2203,2642,2484,2620,2616,2214,2356,2372,2380,2032,2170,2348,2752",3,5,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
37,37,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR08154973753466421249,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR08154973753466421249?region=IN,YouTubeVideo,2026-04-23,"2076,2724,2840,2578,2056,2352,2040,2250,2124,2100,2300,2208,2528,2276,2203,2642,2484,2620,2616,2214,2356,2372,2380,2032,2170,2348,2752",4,5,,,,,,,,,,,,,,2026-07-13,html5-banner-no-mp4
38,38,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR09036662610132467713,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR09036662610132467713?region=IN,Image,2025-10-20,"2764,2724,2040,2036,2586,2203,2578,2392,2208,2826,2300,2410,2704,2344,2276,2792,2156,2642,2246,2608,2158,2056,2840,2348,2470,2620,2124,2050,2250,2616,2528,2191,2458,2702,2380,2356,2360,2372,2752",0,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/5281835800898763071,,2026-07-13,
39,39,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR09036662610132467713,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR09036662610132467713?region=IN,Image,2025-10-20,"2764,2724,2040,2036,2586,2203,2578,2392,2208,2826,2300,2410,2704,2344,2276,2792,2156,2642,2246,2608,2158,2056,2840,2348,2470,2620,2124,2050,2250,2616,2528,2191,2458,2702,2380,2356,2360,2372,2752",1,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/sadbundle/$csp%3Darchive$/18069136746526774902/index.html,,2026-07-13,
40,40,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR09036662610132467713,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR09036662610132467713?region=IN,Image,2025-10-20,"2764,2724,2040,2036,2586,2203,2578,2392,2208,2826,2300,2410,2704,2344,2276,2792,2156,2642,2246,2608,2158,2056,2840,2348,2470,2620,2124,2050,2250,2616,2528,2191,2458,2702,2380,2356,2360,2372,2752",2,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/5281835800898763071,,2026-07-13,
41,41,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR09059097457702469633,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR09059097457702469633?region=IN,YouTubeVideo,2025-07-16,"2250,2392,2356,2360,2276",0,3,AIとなら、英語に自信がなくてもまわりを気にせずこっそり英会話できます,,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
42,42,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR09059097457702469633,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR09059097457702469633?region=IN,YouTubeVideo,2025-07-16,"2250,2392,2356,2360,2276",1,3,,,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
43,43,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR09059097457702469633,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR09059097457702469633?region=IN,YouTubeVideo,2025-07-16,"2250,2392,2356,2360,2276",2,3,気軽に間違えれるAI英会話,累計ダウンロード数,,,,,,,,,,,00:00,2026-07-13,html5-banner-no-mp4
