page_id,page_name,ad_id,media_type,verdict,first_seen,last_seen,present_now,best_page_rank,run_days,2026-06-29
AR02289573295139323905,Keyaro Edutech Private Limited,CR06488745408641105921,YouTubeVideo,new,2026-06-29,2026-06-29,True,46,0,46
AR02289573295139323905,Keyaro Edutech Private Limited,CR06536991703990009857,YouTubeVideo,new,2026-06-29,2026-06-29,True,47,0,47
AR02289573295139323905,Keyaro Edutech Private Limited,CR06613274489285246977,YouTubeVideo,new,2026-06-29,2026-06-29,True,48,0,48
AR02289573295139323905,Keyaro Edutech Private Limited,CR06759873706056482817,YouTubeVideo,new,2026-06-29,2026-06-29,True,49,0,49
AR02289573295139323905,Keyaro Edutech Private Limited,CR06823254821911396353,YouTubeVideo,new,2026-06-29,2026-06-29,True,50,0,50
AR02289573295139323905,Keyaro Edutech Private Limited,CR06949839628522225665,YouTubeVideo,new,2026-06-29,2026-06-29,True,51,0,51
AR02289573295139323905,Keyaro Edutech Private Limited,CR06951888886268166145,YouTubeVideo,new,2026-06-29,2026-06-29,True,52,0,52
AR02289573295139323905,Keyaro Edutech Private Limited,CR07160685001921527809,YouTubeVideo,new,2026-06-29,2026-06-29,True,53,0,53
AR02289573295139323905,Keyaro Edutech Private Limited,CR07420450396419653633,YouTubeVideo,new,2026-06-29,2026-06-29,True,54,0,54
AR02289573295139323905,Keyaro Edutech Private Limited,CR07815797394372558849,YouTubeVideo,new,2026-06-29,2026-06-29,True,55,0,55
AR02289573295139323905,Keyaro Edutech Private Limited,CR07934513863846789121,YouTubeVideo,new,2026-06-29,2026-06-29,True,56,0,56
AR02289573295139323905,Keyaro Edutech Private Limited,CR08031063946976821249,YouTubeVideo,new,2026-06-29,2026-06-29,True,57,0,57
AR02289573295139323905,Keyaro Edutech Private Limited,CR08149803162597851137,YouTubeVideo,new,2026-06-29,2026-06-29,True,58,0,58
AR02289573295139323905,Keyaro Edutech Private Limited,CR08358939370941579265,YouTubeVideo,new,2026-06-29,2026-06-29,True,59,0,59
AR02289573295139323905,Keyaro Edutech Private Limited,CR08493834715931869185,YouTubeVideo,new,2026-06-29,2026-06-29,True,60,0,60
AR02289573295139323905,Keyaro Edutech Private Limited,CR08620158319811624961,YouTubeVideo,new,2026-06-29,2026-06-29,True,61,0,61
AR02289573295139323905,Keyaro Edutech Private Limited,CR08733649540663476225,YouTubeVideo,new,2026-06-29,2026-06-29,True,62,0,62
AR02289573295139323905,Keyaro Edutech Private Limited,CR08734232144387244033,Unknown,new,2026-06-29,2026-06-29,True,63,0,63
AR02289573295139323905,Keyaro Edutech Private Limited,CR08793678365824385025,YouTubeVideo,new,2026-06-29,2026-06-29,True,64,0,64
AR02289573295139323905,Keyaro Edutech Private Limited,CR08852009313103773697,YouTubeVideo,new,2026-06-29,2026-06-29,True,65,0,65
AR02289573295139323905,Keyaro Edutech Private Limited,CR08860669410281521153,YouTubeVideo,new,2026-06-29,2026-06-29,True,66,0,66
AR02289573295139323905,Keyaro Edutech Private Limited,CR09067798090781556737,YouTubeVideo,new,2026-06-29,2026-06-29,True,67,0,67
AR02289573295139323905,Keyaro Edutech Private Limited,CR09295687792786931713,YouTubeVideo,new,2026-06-29,2026-06-29,True,68,0,68
AR02289573295139323905,Keyaro Edutech Private Limited,CR09679862859248435201,YouTubeVideo,new,2026-06-29,2026-06-29,True,69,0,69
AR02289573295139323905,Keyaro Edutech Private Limited,CR09693630007548575745,YouTubeVideo,new,2026-06-29,2026-06-29,True,70,0,70
AR02289573295139323905,Keyaro Edutech Private Limited,CR09742146164282621953,YouTubeVideo,new,2026-06-29,2026-06-29,True,71,0,71
AR02289573295139323905,Keyaro Edutech Private Limited,CR09757354883995926529,YouTubeVideo,new,2026-06-29,2026-06-29,True,72,0,72
AR02289573295139323905,Keyaro Edutech Private Limited,CR10346195630421966849,YouTubeVideo,new,2026-06-29,2026-06-29,True,73,0,73
AR02289573295139323905,Keyaro Edutech Private Limited,CR10584891315525255169,YouTubeVideo,new,2026-06-29,2026-06-29,True,74,0,74
AR02289573295139323905,Keyaro Edutech Private Limited,CR10726035691902337025,YouTubeVideo,new,2026-06-29,2026-06-29,True,75,0,75
AR02289573295139323905,Keyaro Edutech Private Limited,CR10895639689813819393,YouTubeVideo,new,2026-06-29,2026-06-29,True,76,0,76
AR02289573295139323905,Keyaro Edutech Private Limited,CR11098543290725695489,YouTubeVideo,new,2026-06-29,2026-06-29,True,77,0,77
AR02289573295139323905,Keyaro Edutech Private Limited,CR11457896882190155777,YouTubeVideo,new,2026-06-29,2026-06-29,True,78,0,78
AR02289573295139323905,Keyaro Edutech Private Limited,CR11555723524089839617,YouTubeVideo,new,2026-06-29,2026-06-29,True,79,0,79
AR02289573295139323905,Keyaro Edutech Private Limited,CR11565783780606083073,YouTubeVideo,new,2026-06-29,2026-06-29,True,80,0,80
AR02289573295139323905,Keyaro Edutech Private Limited,CR11756424571283046401,Unknown,new,2026-06-29,2026-06-29,True,81,0,81
AR02289573295139323905,Keyaro Edutech Private Limited,CR11956153564297953281,YouTubeVideo,new,2026-06-29,2026-06-29,True,82,0,82
AR02289573295139323905,Keyaro Edutech Private Limited,CR12467630499340222465,YouTubeVideo,new,2026-06-29,2026-06-29,True,83,0,83
AR02289573295139323905,Keyaro Edutech Private Limited,CR12981564336064430081,YouTubeVideo,new,2026-06-29,2026-06-29,True,84,0,84
AR02289573295139323905,Keyaro Edutech Private Limited,CR13044200859209039873,YouTubeVideo,new,2026-06-29,2026-06-29,True,85,0,85
AR02289573295139323905,Keyaro Edutech Private Limited,CR13055875585341915137,YouTubeVideo,new,2026-06-29,2026-06-29,True,86,0,86
AR02289573295139323905,Keyaro Edutech Private Limited,CR13088316469761015809,YouTubeVideo,new,2026-06-29,2026-06-29,True,87,0,87
AR02289573295139323905,Keyaro Edutech Private Limited,CR13126932348920659969,YouTubeVideo,new,2026-06-29,2026-06-29,True,88,0,88
AR02289573295139323905,Keyaro Edutech Private Limited,CR13210686822532775937,YouTubeVideo,new,2026-06-29,2026-06-29,True,89,0,89
AR02289573295139323905,Keyaro Edutech Private Limited,CR13352794190707163137,YouTubeVideo,new,2026-06-29,2026-06-29,True,90,0,90
AR02289573295139323905,Keyaro Edutech Private Limited,CR13360619140084137985,YouTubeVideo,new,2026-06-29,2026-06-29,True,91,0,91
AR02289573295139323905,Keyaro Edutech Private Limited,CR13677150095131279361,Unknown,new,2026-06-29,2026-06-29,True,92,0,92
AR02289573295139323905,Keyaro Edutech Private Limited,CR14031019966841487361,YouTubeVideo,new,2026-06-29,2026-06-29,True,93,0,93
AR02289573295139323905,Keyaro Edutech Private Limited,CR14071192548307632129,YouTubeVideo,new,2026-06-29,2026-06-29,True,94,0,94
AR02289573295139323905,Keyaro Edutech Private Limited,CR14198535786013392897,YouTubeVideo,new,2026-06-29,2026-06-29,True,95,0,95
AR02289573295139323905,Keyaro Edutech Private Limited,CR14533484960985120769,YouTubeVideo,new,2026-06-29,2026-06-29,True,96,0,96
AR02289573295139323905,Keyaro Edutech Private Limited,CR14595779922560548865,YouTubeVideo,new,2026-06-29,2026-06-29,True,97,0,97
AR02289573295139323905,Keyaro Edutech Private Limited,CR14600605859483484161,YouTubeVideo,new,2026-06-29,2026-06-29,True,98,0,98
AR02289573295139323905,Keyaro Edutech Private Limited,CR14658114329115623425,YouTubeVideo,new,2026-06-29,2026-06-29,True,99,0,99
AR02289573295139323905,Keyaro Edutech Private Limited,CR14749576035641065473,YouTubeVideo,new,2026-06-29,2026-06-29,True,100,0,100
AR02289573295139323905,Keyaro Edutech Private Limited,CR15286827490333425665,YouTubeVideo,new,2026-06-29,2026-06-29,True,101,0,101
AR02289573295139323905,Keyaro Edutech Private Limited,CR15498053638353321985,YouTubeVideo,new,2026-06-29,2026-06-29,True,102,0,102
AR02289573295139323905,Keyaro Edutech Private Limited,CR15564920051449462785,YouTubeVideo,new,2026-06-29,2026-06-29,True,103,0,103
AR02289573295139323905,Keyaro Edutech Private Limited,CR15689461020563079169,YouTubeVideo,new,2026-06-29,2026-06-29,True,104,0,104
AR02289573295139323905,Keyaro Edutech Private Limited,CR15722062253291208705,YouTubeVideo,new,2026-06-29,2026-06-29,True,105,0,105
AR02289573295139323905,Keyaro Edutech Private Limited,CR15753942318060666881,YouTubeVideo,new,2026-06-29,2026-06-29,True,106,0,106
AR02289573295139323905,Keyaro Edutech Private Limited,CR15876944683859968001,YouTubeVideo,new,2026-06-29,2026-06-29,True,107,0,107
AR02289573295139323905,Keyaro Edutech Private Limited,CR16121518744672403457,YouTubeVideo,new,2026-06-29,2026-06-29,True,108,0,108
AR02289573295139323905,Keyaro Edutech Private Limited,CR16351678620361555969,YouTubeVideo,new,2026-06-29,2026-06-29,True,109,0,109
AR02289573295139323905,Keyaro Edutech Private Limited,CR16507822534364758017,YouTubeVideo,new,2026-06-29,2026-06-29,True,110,0,110
AR02289573295139323905,Keyaro Edutech Private Limited,CR16734296134113034241,YouTubeVideo,new,2026-06-29,2026-06-29,True,111,0,111
AR02289573295139323905,Keyaro Edutech Private Limited,CR16779592602973372417,YouTubeVideo,new,2026-06-29,2026-06-29,True,112,0,112
AR02289573295139323905,Keyaro Edutech Private Limited,CR17597573522543083521,YouTubeVideo,new,2026-06-29,2026-06-29,True,113,0,113
AR02289573295139323905,Keyaro Edutech Private Limited,CR17713935499535581185,YouTubeVideo,new,2026-06-29,2026-06-29,True,114,0,114
AR02289573295139323905,Keyaro Edutech Private Limited,CR17734020098051538945,YouTubeVideo,new,2026-06-29,2026-06-29,True,115,0,115
AR02289573295139323905,Keyaro Edutech Private Limited,CR17774971683505963009,YouTubeVideo,new,2026-06-29,2026-06-29,True,116,0,116
AR02289573295139323905,Keyaro Edutech Private Limited,CR17849751393456357377,YouTubeVideo,new,2026-06-29,2026-06-29,True,117,0,117
AR02289573295139323905,Keyaro Edutech Private Limited,CR17854691954466488321,YouTubeVideo,new,2026-06-29,2026-06-29,True,118,0,118
AR02289573295139323905,Keyaro Edutech Private Limited,CR17969584966744408065,YouTubeVideo,new,2026-06-29,2026-06-29,True,119,0,119
AR02289573295139323905,Keyaro Edutech Private Limited,CR17990938856945352705,YouTubeVideo,new,2026-06-29,2026-06-29,True,120,0,120
AR02289573295139323905,Keyaro Edutech Private Limited,CR18102805094100631553,YouTubeVideo,new,2026-06-29,2026-06-29,True,121,0,121
AR02289573295139323905,Keyaro Edutech Private Limited,CR18176217492622409729,YouTubeVideo,new,2026-06-29,2026-06-29,True,122,0,122
AR02289573295139323905,Keyaro Edutech Private Limited,CR18298872481466810369,YouTubeVideo,new,2026-06-29,2026-06-29,True,123,0,123
AR02289573295139323905,Keyaro Edutech Private Limited,CR18399502096333275137,YouTubeVideo,new,2026-06-29,2026-06-29,True,124,0,124
